,DMA Code,DMA Name,median
85,602,Chicago,1261.3665122119821
86,603,Joplin-Pittsburg,694.4187683976892
87,604,Columbia-Jefferson City,788.0387169335226
88,605,Topeka,850.6115246337209
89,606,Dothan,713.02009793763
90,609,St. Louis,924.5707567820052
91,610,Rockford,878.3949996570998
92,611,Rochestr-Mason City-Austin,931.955113607611
93,612,Shreveport,690.8442716076202
94,613,Minneapolis-St. Paul,1177.3109276043444
95,616,Kansas City,1054.5707057929696
96,617,Milwaukee,1059.0518785712661
97,618,Houston,1201.7643580262377
98,619,"Springfield, Mo",782.3528433315466
99,622,New Orleans,927.0315075848808
100,623,Dallas-Ft. Worth,1251.7512311170726
101,624,Sioux City,873.1950648629461
102,625,Waco-Temple-Bryan,1137.8045324765212
103,626,Victoria,906.0
104,627,Wichita Falls & Lawton,749.4318361176347
105,628,Monroe-El Dorado,595.1914182074037
106,630,Birmingham (Ann And Tusc),796.5293676714407
107,631,Ottumwa-Kirksville,680.9823149971694
108,632,Paducah-Cape Girard-Harsbg,707.624150834828
109,633,Odessa-Midland,940.6949172789837
110,634,Amarillo,795.5383697119403
111,635,Austin,1397.6200988541475
112,636,Harlingen-Wslco-Brnsvl-Mca,654.8328383464002
113,637,Cedar Rapids-Wtrlo-Iwc&Dub,907.5113846519656
114,638,St. Joseph,719.5531143743227
115,639,"Jackson, Tn",711.0485528152251
116,640,Memphis,760.4180283391876
117,641,San Antonio,-28771.93073487788
118,642,"Lafayette, La",712.1726653223346
119,643,Lake Charles,701.3573795732825
120,644,"Alexandria, La",721.1961731169715
121,647,Greenwood-Greenville,598.3764136346053
122,648,Champaign&Sprngfld-Decatur,802.1568777620345
123,649,Evansville,738.5092549326899
124,650,Oklahoma City,884.0652535921023
125,651,Lubbock,840.0490460728762
126,652,Omaha,1038.247710814479
127,656,Panama City,870.4138624548755
128,657,Sherman-Ada,724.9917292911432
129,658,Green Bay-Appleton,983.9162697390177
130,659,Nashville,987.8403641872826
131,661,San Angelo,782.5007170977394
132,662,Abilene-Sweetwater,737.7561829449646
133,669,Madison,1101.909360803281
134,670,Ft. Smith-Fay-Sprngdl-Rgrs,806.6324137611433
135,671,Tulsa,785.1774312749642
136,673,Columbus-Tupelo-West Point,646.031594943507
137,675,Peoria-Bloomington,1006.6710740123813
138,676,Duluth-Superior,1041.5380642443724
139,678,Wichita-Hutchinson Plus,906.6117958726954
140,679,Des Moines-Ames,951.3640847897109
141,682,Davenport-R.Island-Moline,810.7176592839846
142,686,Mobile-Pensacola (Ft Walt),936.9938230047584
143,687,Bismarck-Mnt-Dcknsn(Wlstn),887.944592867399
144,691,Huntsville-Decatur (Flor),826.3287251521067
145,692,Beaumont-Port Arthur,762.0872980724166
146,693,Little Rock-Pine Bluff,741.0731191022179
147,698,Montgomery-Selma,768.8377577336122
148,702,La Crosse-Eau Claire,865.7422887381701
149,705,Wausau-Rhinelander,789.6132751412607
150,709,Tyler-Longview(Lfkn&Ncgd),801.5728798343807
151,710,Hattiesburg-Laurel,661.5814407642629
152,711,Meridian,573.0059328216817
153,716,Baton Rouge,853.7352877999268
154,717,Quincy-Hannibal-Keokuk,1211.1411975446858
155,718,"Jackson, Ms",775.6588564956126
156,722,Lincoln & Hastings-Krny,838.7067067984563
157,724,Fargo,846.4366717644023
158,725,Sioux Falls(Mitchell),829.6818072150403
159,734,Jonesboro,683.9660774983005
160,736,Bowling Green,755.9782736065201
161,737,Mankato,1064.3461342591852
162,740,North Platte,949.6713765399036
163,743,Anchorage,1302.4014862311828
164,744,Honolulu,1702.0063304870678
165,745,Fairbanks,1331.6114306322722
166,746,Biloxi-Gulfport,866.6050832645926
167,747,Juneau,1395.5085182191083
168,749,Laredo,852.37654709606
169,751,Denver,1462.6636866180006
170,752,Colorado Springs-Pueblo,1187.1063114941312
171,753,Phoenix (Prescott),1134.15118014787
172,754,Butte-Bozeman,1018.1503184382229
173,755,Great Falls,704.1355599331067
174,756,Billings,900.9866174913677
175,757,Boise,1028.3319623782572
176,758,Idaho Fals-Pocatllo(Jcksn),852.895970933758
177,759,Cheyenne-Scottsbluff,998.1521270761517
178,760,Twin Falls,852.6985884097293
179,762,Missoula,918.1355267888104
180,764,Rapid City,866.6702290870322
181,765,El Paso (Las Cruces),846.1826182618262
182,766,Helena,804.8070639528529
183,767,Casper-Riverton,847.0096370368849
184,770,Salt Lake City,1200.2978198932676
185,771,Yuma-El Centro,857.0894038638407
186,773,Grand Junction-Montrose,985.6827526864097
187,789,Tucson (Sierra Vista),924.0667612041811
188,790,Albuquerque-Santa Fe,816.494883622561
189,798,Glendive,648.4292008812338
190,801,Eugene,1043.4243037259337
191,802,Eureka,1013.1577845207061
192,803,Los Angeles,1765.7944885640613
193,807,San Francisco-Oak-San Jose,2248.374255797362
194,810,Yakima-Pasco-Rchlnd-Knnwck,990.3789375612637
195,811,Reno,1163.5598208503322
196,813,Medford-Klamath Falls,965.8495527987762
197,819,Seattle-Tacoma,1592.5257630075357
198,820,"Portland, Or",1352.2134292963487
199,821,"Bend, Or",1359.0
200,825,San Diego,1863.0
201,828,Monterey-Salinas,1791.1846790518098
202,839,Las Vegas,1198.0914725975267
203,855,Santabarbra-Sanmar-Sanluob,1634.5810344010229
204,862,Sacramnto-Stkton-Modesto,1430.400455116511
205,866,Fresno-Visalia,1105.099959847068
206,868,Chico-Redding,1060.343060702269
207,881,Spokane,932.653286010793
